7433,27-68,27,"Mi	nə	ha	kin.","1SG	NEG	have	child","I don't have a child."
7434,27-69,27,"Nə	mata	am.","NEG	kill	3SG","Don't kill him."
7435,28-102,28,"bu	so-fɛlɛ	ka","drink	so-much	NEG","Don't drink so much!"
7436,28-103,28,"luru	ju-jɛ	nau","look	2SG-NMLZ	now","Now look at yours!"
7437,29-104,29,"Praat	Xhosa,	asseblief!","speak	Xhosa	please","Speak Xhosa please!"
7438,29-105,29,"Moenie	Duits	praat	nie!","PROH	German	speak	NEG","Don't speak German!"
7439,29-106,29,"Ek	praat	nie	Engels	nie.","1SG	speak	NEG	English	NEG","I don't speak English."
7440,30-120,30,"Si=nhu=ka=kre	nxina=m	ramédi,	ka	nhu=nxina	[...].","if=2SG.M.POL=NEG=want	show=1SG	remedy	NEG	2SG.M.POL=show	[...]","If you don’t want to show me a remedy, well, simply don’t show me [...]."
7441,30-121,30,"Bu=ben.	/	Bu=ka=ben.","2SG=come	 	2SG=NEG=come","You came. / You didn't come."
7442,30-122,30,"Ka=bu=bati	kel=kamisa	la	djuntu	ku=otu	ropa,	pamô	e=ta=lárga.","NEG=2SG=wash	DEM.SG=shirt	there	together	with=other	cloth	because	3SG=IPFV=run.out","Don't wash that shirt together with the other clothes because the dye comes off."
7443,30-123,30,"Ben!/	Ka	bu=ben!","come	NEG	you=come","Come!/ Don't come!"
7444,31-107,31,"Mi'N	ka	kria	ku	nha	mai.","I	NEG	raise	with	my	mother","I didn't grow up with my mother."
7445,31-108,31,"Kria	karneru	pa	bira	riku.","raise	goat	to	become	rich","Raise goats to become rich."
7446,31-109,31,"Ka	bu	kria	karneru.","NEG	you	raise	goat","Don't raise goats."
7447,32-84,32,"Mordê-l!",bite-3SG,"Bite him!"
7448,32-85,32,"N	ka	mordê-l.","1SG	NEG	bite-3SG","I didn't bite him."
7449,32-86,32,"Ka	bo	mordê-l!","NEG	2SG	bite-3SG","Don't bite him!"
7450,33-114,33,"Ka	bu	kume.","NEG	2SG	eat","Do not eat!"
7451,33-115,33,Kume!,IMP,eat
7452,33-116,33,"N	ka	kume.","1SG	NEG	eat","I did not eat."
7453,34-83,34,"ø	kantá!","2SG.SBJ	sing.IMP",Sing!
7454,34-85,34,"Ka	bu	kantá!","NEG	2SG.SBJ	sing","Do not sing!"
7455,35-125,35,"Na	kêsê	non	fa	ê!","NEG	forget	1PL	NEG	PCL","Don’t forget us!"
7456,35-126,35,"Kêsê	non!","forget	1PL","Forget us!"
7457,35-127,35,"Ê	na	kêsê	non	fa.","3SG	NEG	forget	1PL	NEG","He didn't forget us."
7458,36-72,36,"Thêndê	kwa	bisi	e	pê	tholo!","spread.out	thing	dress	this	put	sun","Spread out these clothes in the sun!"
7459,36-73,36,"Bô	na	thêndê	kwa	bisi	e	pê	tholo	wa.","you	NEG	spread.out	thing	dress	this	put	sun	NEG","You didn't spread out these clothes in the sun."
7460,36-74,36,"Na	thêndê	kwa	bisi	e	pê	tholo	wa!","NEG	spread.out	thing	dress	DEM	put	sun	NEG","Don't spread out these clothes in the sun!"
7461,37-92,37,"Subi	pwema	sê	fa	ô!","climb	palm.tree	DEM	NEG	VAL","Don't climb on this palm tree!"
7462,37-93,37,"Txi	subi	pwema	sê	fa	ô.","2SG	go.up	palm.tree	DEM	NEG	VAL","You didn't climb on this palm tree."
7463,37-94,37,"Subi	pwema	sê!","go.up	palm.tree	DEM","Climb on this palm tree!"
7464,38-102,38,"Na	li-f.","NEG	laugh-NEG","Don’t laugh!"
7465,38-103,38,li!,laugh,laugh!
7466,38-104,38,"Bo	na	li-f.","2SG	NEG	laugh-NEG","You don't laugh."
7467,39-108,39,"ãt	də	mat-a	buf	nã	vẽd	pɛl.","before	of	kill-INF	buffalo	NEG	sell.NPST	skin","Do not sell the skin before killing the buffalo."
7468,39-109,39,"Use	vẽd	kar	may	nã	vẽd	pɛl.","2	sell.NPST	meat	but	NEG	sell.NPST	skin","You sell the meat but you don't sell the skin."
7469,39-110,39,"Vẽd	pɛl!","sell.NPST	skin","Sell the skin!"
7470,40-73,40,"Use	kata!","2SG.FORMAL	sing",Sing!
7471,40-74,40,"Use	nu	tɛ	kata.","you.SG.FORMAL	NEG	PRS	sing","You don't sing."
7472,40-75,40,"Use	nu	kata!","2SG.FORMAL	NEG	sing","Don't sing!"
7473,41-94,41,"eev	mee	jaa-falaa	[nikara	ta-andaa	falaa]","1SG	FOC	PST-say	[NEG.IMP	PRS-go	QUOT]","I myself said, “Don’t go.”"
7474,41-95,41,"aka	viida	aka	numis	laraa	avara-pa","that	because	that	NEG.OBLIG	leave	now-DAT","Therefore, don't leave it for the time being."
7475,42-95,42,"(bos)	nang	bebé	sura!","(2SG)	NEG.IMP	drink	toddy","Don’t drink toddy!"
7476,42-96,42,"eli	ngka	bai	mar	ozi	atardi","3SG	NEG	go	sea	today	afternoon","He didn't go fishing this afternoon."
7477,42-97,42,"(bos)	bai	kaza!","(2SG)	go	home","Go home!"
7478,43-65,43,"Djenti	djenti,	pasa	pio.","person	person	pass	foot","People, go by foot."
7479,43-66,43,"[...]	nos	numpodi	bakia	sigredu.","[...]	1PL	NEG.can	keep	secret","[...] we cannot hide secrets."
7480,43-67,43,"Numiste	ri	[...].","PROH	laugh	[...]","Don't laugh [...]."
7481,44-106,44,"No	hablá	bos!","NEG	speak	2SG","Do not speak!"
7482,44-107,44,"Platiká	ʧabakáno!","speak	chabacano","Speak chabacano!"
7483,44-108,44,"Mi	mánga	ího	no	ta	entendé	tʃabakáno.","1SG.POSS	PL	child	NEG	IPFV	understand	Chabacano","My children do not understand Chabacano."
7484,45-89,45,"Para	ya	tu!","stop	already	2SG",Stop!
7485,45-90,45,"No	tu	cumi	el	mamon.","NEG	2SG	eat	DEF	cake","Do not eat the cake!"
7486,46-110,46,"Hendéq	'le	amerikáno.","NEG	s/he	american","S/he is not an American."
7487,46-111,46,"Nuáy	ya-kumprá	peskáw.","NEG.exist	PRF-buy	fish","(Somebody) didn't buy fish."
7488,46-112,46,"Komé!",to.eat,Eat!
7489,46-113,46,"Nomá(s)	kantá!","don't	sing","Don't sing!"
7490,46-114,46,"No	bos	andá!","NEG	you	go","Don't go!"
7491,47-115,47,"No	papia.","NEG	speak","Do not speak."
7492,47-116,47,"Sea	asina	bon	di	no	hasi	esei.","be	as	good	of	NEG	do	that","(Please) be good enough not to do that."
7493,47-117,47,"Bo	no	ta	papia.","2SG	NEG	TNS	speak","You don't speak."
7494,47-118,47,Papia!,speak,Speak!
7495,48-107,48,"¡Nu	dejá	mi	te	nu!","NEG	leave	me	you.SG	NEG","Don't leave me (here)!"
7496,48-108,48,"¡Nu	toká	eso	nu!","NEG	touch	this	NEG","Don't touch this!"
7497,48-109,48,"¡Nu	dejhá	mi	te	nu!","NEG	leave	me	you	NEG","Don't leave me!"
7498,48-110,48,"Ayá	Katahena	ma	palenkero	asé	ablá	lengua	nu.","there	Cartagena	PL	Palenquero	HAB	speak	Palenquero	NEG","In Cartagena, the Palenqueros tend not to speak Palenquero."
7499,48-207,48,"¡Miní	aká!","come	here","Come here!"
7500,49-153,49,"Pinga	ou	joure	granmoun!","PROH	2SG	insult	adult","Don't insult adults!"
7501,49-154,49,"Pa	janm	fè	sa	ankò!","NEG	never	do	that	again","Don't ever do that again!"
7502,49-155,49,"Joure	moun	nan!","insult	person	DEF","Insult this person!"
7503,49-156,49,"Pa	fè	sa	ankò!","PROH	do	that	again","Don't do this again!"
7504,49-157,49,"É!	Pa	manyen	sa!","eh	PROH	touch	that","Hey! Don't touch this!"
7505,49-158,49,"Pinga	manyen	sa!","PROH	touch	DEM","Don't touch that!"
7506,49-159,49,"Pinga	ou	janm	fè	sa	ankò!","PROH	2SG	never	do	DEM	again","Don't ever do that again!"
7507,49-160,49,"Pinga	fè	tel	bagay!","PROH	do	such	thing","Be careful not to do such things!"
7508,49-161,49,"Pa	joure	granmoun!","NEG	insult	adult","Don't insult adults!"
7509,49-162,49,"Piga	ou	joure	granmoun.","PROH	2SG	insult	old.people","Don't insult older people."
7510,49-163,49,"Li	pa	joure	gramoun	yo.","3SG	NEG	insult	adult	DEF.PL","He didn't insult the adults."
7511,49-164,49,"Pinga	anyen	touche	yo!","PROH	nothing	touch	3PL","Watch out that nothing touches them!"
7512,50-100,50,"Chanté!",sing,Sing!
7513,50-101,50,"Pa	chanté!","NEG	sing","Don't sing!"
7514,50-102,50,"Ou	pa	ka	chanté!","2SG	NEG	PROG	sing","You don't sing!"
7515,51-92,51,"Chanté!",sing,Sing!
7516,51-93,51,"Pa	chanté!","NEG	sing","Don't sing!"
7517,51-94,51,"Ou	pa	ka	chanté!","2SG	NEG	PROG	sing","You don't sing!"
7518,52-61,52,"gadé,	arété,	stop","look	end	stop","look, end it, stop it"
7519,52-62,52,"pa	gadé	déyè","NEG	look	back","Do not look back!"
7520,52-63,52,"to	pa	divèt	di	l	sa","you	NEG	should	say	her	that","You should not tell her that!"
7521,53-216,53,"Koup	pa	li!","cut	NEG	3SG","Don't cut it!"
7522,53-217,53,"Pa	jité	mouen	dan	zéronce.","NEG	throw	2SG.OBJ	in	blackberry.bush","Don't throw me into the blackberry bush."
7523,53-218,53,"Aret	twa	parle	kreol,	parl	meriken!","stop	2SG.REFL	speak	Creole	speak	English","Stop speaking Creole, speak English!"
7524,53-219,53,"Mo	manj	pa	diri.","1SG	eat	NEG	rice","I don't eat rice."
7525,53-220,53,"Oté	feille-la-yé.","remove	leaf-DEF.ART-PL","Remove the leaves."
7526,53-221,53,"Ti	négresse-là	pa	grouyé.","little	negro.girl-ART.DEF	NEG	move","The little negro girl didn't move."
7527,53-222,53,"Pa	touche	mwen!","NEG	touch	1SG","Don't touch me!"
7528,53-223,53,"Pa	brule	vou	zonyon	astè!","NEG	burn	2SG.POSS	onion	now","Don't burn your onions, now!"
7529,53-224,53,"Tanpri,	pa	jure	mon.","please	NEG	curse	1SG","Please, don't curse me."
7530,53-225,53,"Pa	et	ta	astè!","NEG	COP	late	now","Don't be late, now!"
7531,53-226,53,"Pa	di	aryen.","NEG	say	anything","Don't say anything."
7532,53-227,53,"Vyen	pa	dekouraje	boug	saye.","come	NEG	discourage	guy	DET.DEM.PL","Don't come and discourage these guys."
7533,53-228,53,"Kòl	pa	apre	mon!","cling	NEG	after	1SG","Don't cling to me!"
7534,53-229,53,"Si	to	gen	ènmi	dan	la	Vil	Orleyon	va	pa	la!","if	2SG	have	enemy	in	ART.DEF.SG	city	Orleans	go	NEG	there","If you have enemies in New Orleans, don't go there!"
7535,53-230,53,"Pranga	pa	fe	sa!","watch.out	NEG	do	that","Don't do that!"
7536,53-231,53,"Rès	la!","stay.IMP	here","Stay here!"
7537,53-232,53,"Mo	m	pe	pa	kouri	ave	ye.","1SG	1SG	can	NEG	go	with	3PL","I can't associate with them."
7538,54-121,54,"Vi	vir	pa	la	tet	deyer.","2SG.FIN	turn	NEG	DEF	head	back.","You don’t turn your head."
7539,54-122,54,"Vir	la	tet	deyer!","2SG.IMP.turn	DEF	head	back","Turn your head!"
7540,54-123,54,"Vir	pa	la	tet	deyer!","2SG.IMP	NEG	DEF	head	back","Don't turn your head back!"
7541,55-91,55,"to	pa	koze","you	NEG	koze","You don't speak. OR: You don't say anything."
7542,55-92,55,Koze!,speak,"Speak! OR: Talk!"
7543,55-93,55,"Pa	koze!","NEG	speak","Don't speak! OR: Don't say anything!"
7544,56-113,56,"Pa	sante!","NEG	sing","Don't sing!"
7545,56-114,56,Sante!,sing,Sing!
7546,56-115,56,"Ou	pa	pe	sante.","2SG	NEG	PROG	sing","You are not singing."
7547,57-46,57,"no,	napa	kuvri	kom	sa	meso-la","no	NEG	cover	like	that	house-DEM/DEF","No, [we] don't cover the houses like this. OR: It is not like this that we cover the houses."
7548,57-53,57,"pa	tuʃe,	twa!","NEG	touch	2SG","Don't touch!"
7549,57-54,57,"Fo	pa	ke	ta	per	paske	per-la,	le	ʃa:ti.","OBLIG	NEG	that	you	fear	because	father-DEM	SI	nice","You do not need to be afraid because this Father is nice."
7550,57-55,57,"ta	pa	ʃate","2SG	NEG	sing","You don't sing."
7551,57-56,57,"ʃate!",sing,Sing!
7552,58-73,58,"Kwenda	ve!","go	NEG","Don't go!"
7553,58-74,58,"Yandi	kwenda	ve.","3SG	go	NEG","May he/she not go. or: He/She should not/must not go."
7554,58-75,58,"Yandi	ke	kwenda	ve.","3SG	PROG	go	NEG","He/She is not going."
7555,58-76,58,Kwenda!,go,Go!
7556,59-174,59,"meem	lo	mu	na	ala	nyama,	ala	zia	ti	te	ye	ni	ape","even.if	3SG	give	PREP	2PL	meat	2PL	leave	of	eat	thing	DET	NEG","Even if he gives you (singular) meat, don't eat it."
7557,59-175,59,"tongana	lo	mu	na	mo	nyama,	mo	te	ape","if	3SG	give	PREP	2SG	meat	2SG	eat	NEG","If he gives you meat, don't eat it."
7558,59-176,59,"mo	te	kasa	ni	mingi	ape","2SG	eat	stew	DET	much	NEG","Don't eat much of the stew."
7559,59-177,59,"mo	zia	ti	te	kasa	ni	ape","2SG	leave	to	eat	stew	DEF	NEG","Don't eat the stew."
7560,59-178,59,"lango	a-gbu	le	ti	kogara	ni	ape","sleep	PM-seize	eye	of	in-law	DEF	NEG","The mother-in-law didn't become sleepy."
7561,60-76,60,"sál-á!",work-IMP,Work!
7562,60-77,60,"o-sál-ákí	té","2SG-work-PST	NEG","You didn't work."
7563,60-78,60,"ko-sál-a	té!","INF-work-FV	NEG","Don't work!"
7564,61-55,61,"Ai	hamb-a.","NEG	go-IMP","Don't go."
7565,61-56,61,Hamba!,go.IMP,"Go! OR: Be gone!"
7566,61-57,61,"Yena	ai	hamba.","he	NEG	go","He does not go."
7567,62-45,62,"te-tú-ila-íye	ité	hé-lo	vahe	vé-di-ye	iʔí","NEG-1PL-know-PRF	in.order.to	16-have	people	2-stay-OPT	here","We didn't know that there were people staying here."
7568,62-46,62,"lita	i?í","come	here","Come here!"
7569,62-47,62,"u-si-hlati	luhige","2SG-NEG-close	door","Don't close the door."
7570,63-110,63,"íta	ma	gi-rúa","2SG	NEG	TAM-go","You don't go."
7571,63-111,63,"rúa",go,Go!
7572,63-112,63,"ma	ta	rúa","NEG	2SG	go","Don't go!"
7573,64-117,64,"máta	bíga	zalán","PROH.SG	become	angry","Don’t be angry!"
7574,64-118,64,"rúwa",go,Go!
7575,65-82,65,"Liʃika	nə	bulosi.","surplus	NEG	ask","Do not ask for a surplus."
7576,65-83,65,"Balysənia,	ni	lugaj.","miss	NEG	scold","Do not scold me, Miss."
7577,65-84,65,"Nada	tixa	sidi,	ʧiwo-ʧiwo	lamaj	ninada.","Must	quiet	sit	some-some	break	NEG.must","Sit still, do not [make any noise by] cracking something."
7578,65-85,65,"Tibe	sam	pasəmatri!","2SG	self	look","Look yourself!"
7579,65-86,65,"Xadi	synka	moj	pasəmatri!","go	son	1SG	look","Come to see my son."
7580,65-87,65,"Maja	lanse	xaraʃo	səətərəliaj,	nikada	pulia	mima	xadi	netu.","1SG	before	well	shoot	never	bullet	by	go	NEG","I used to shoot well, my bullet never missed the aim."
7581,66-62,66,"Sigret-pəðə	tuma-minung.","cigarette-PL	NEG.FIN-drink","You don't (won't) smoke cigarettes."
7582,66-63,66,"Ts!	Si!	Ittu	jo	kinja	tussa!","AFF	PROH.INTERJ	DET	FOC	do	PROH","Don't! Don't do that!"
7583,67-121,67,"Jangan	lupa	jumpa	saya.","PROH	forget	meet	1SG","Don’t forget to visit me."
7584,67-122,67,"Jangan	la	marah	sama	saya.","PROH	EMPH	angry	with	1SG","Please don’t be angry with me."
7585,67-123,67,"Ah	jangan	balek.","PCL	PROH	return","Don’t go back."
7586,67-124,67,"Kita	balik.","1PL	go.back","We go back. OR: We went back."
7587,68-66,68,"De	seng	karja	batul.","3SG	NEG	work	right","S/he didn't/does not work well."
7588,68-67,68,"Mas	tidor.	Capat!","enter	sleep	fast","Go inside to sleep. Quickly!"
7589,68-68,68,"Jang	pi	di	tana	Cina.","PROH	go	LOC	land	China","Don't go to China."
7590,69-42,69,"asa-nawari	pasək","give-???	NEG.IMP","don’t give/send it"
7591,69-50,69,"ama	namban	tupwi	asa-nak","1SG	DAT	sago	give-IMP","Give me betelnut!"
7592,70-42,70,"Ham-log	nai	kao	pio	tin	roj	kalas.","1-PL	NEG	eat	drink	three	day	finish","We didn't eat or drink for three days."
7593,70-43,70,"Tum	kali	kojo	ek	larika.","2SG	only	look.for	one	boy","Just look for a boy."
7594,70-44,70,"Tum	fin	nai	ao.","2SG	again	NEG	come","Don't come again."
7595,71-91,71,"Aole	oe	hopu,	makou	piliwaiwai.","NEG	you	arrest	1PL	gamble","Don't arrest [us], we [would like to] gamble. OR: Don’t you make any arrest. You let us gamble. (official court translation)"
7596,71-92,71,"Wau	aole	nana	kela	mau	poho	kiwi.","1SG	NEG	look	DET	PL	container	horn","I didn't look at the bullhorn containers."
7597,71-93,71,"Ku	malie	oe,	oe	malama,	oe	ku!","stand	still	2SG	2SG	take.care	2SG	stand","Stand still, watch out, stop!"
7598,71-94,71,"Mai	walaau	oe!","PROH	talk	2SG","Don't talk!"
7599,71-95,71,"Aole	wau	pepehi	kela	kepani.","NEG	1SG	beat	DET	Japanese","I didn't beat up that Japanese."
7600,72-86,72,"An	dij	karu-ngku	i	neba	luk	det	kaya	kom-in-ap.","and	this	child-ERG	3SG.SBJ	NEG	look	the	monster	come-CONT-up","And this kid didn't see the monster coming towards them."
7601,72-87,72,"Don	pirrk-karra	la=im.","NEG	snatch-CONT	OBL-3SG","Don't snatch it from him."
7602,72-88,72,"Ma	yu	pirrkap	na!","OK	2SG	make	SEQ","OK you make it then!"
7603,73-15,73,"isti	trasti-guna-da	aki-mu	trayi-y","this	dish-PL-ACC	this-ALL	bring-IMP","bring these dishes here"
7604,73-64,73,"llubi-xu-kpi	mañana	no	i-sha-chu","rain-PROG-SUBORD	tomorrow	NEG	go-1SG.FUT-NEG","If it rains tomorrow I won't go."
7605,73-65,73,"ami-mu	bindi-y-lla","1SG.OBJ-ALL	sell-IMP-DELIM","Just sell it to me."
7606,74-85,74,"wik	máyka	mákmak	kámuks","not	2SG	eat	dog","Don’t eat the dog!"
7607,74-87,74,"Hílu	máyka	kwas","not	2SG	fear","Don’t be afraid."
7608,74-88,74,"wik	náyka	mákmak	kámuks","NEG	1SG	eat	dog","I don't eat dogs. OR: I don’t eat the dog."
7609,74-193,74,"páłač	čá’ak","give	water","Bring water!"
7610,75-17,75,Pee-ashee-kiiwee!,TOWARDS.SPEAKER-BACK-go.home,"Come back home!"
7611,75-137,75,"Kaya	sheekishi.","NEG.IMP	be.afraid","Don't be afraid."
7612,75-138,75,"Kaaya	kum	enn	bet	itahkam-ishi.","NEG.IMP	like	INDF.ART.F.SG	beast	thus.act.thus-ANIM.IMPRS","Don't act like a beast."
7613,75-139,75,"Namoya	kii-kishkeeht-am-wak.","NEG	PST-know.INAN-3.SBJ.3INAN.OBJ-PL","They did not know it."
7614,76-47,76,"ababa	pī'tcȗk","say	not","Shut up!"
7615,76-48,76,"ĕlĕkta!",go,Go!
7616,2-134,2,"So	den	losi	pom	nanga	kuku	nanga	ala	den	sortu	sani.","so	they	bake	pom	and	cake	and	all	the.PL	kind	thing","That’s how they baked pom and cake and all that stuff."
7617,2-135,2,"Den	nyan	ala	den	gansi!	Den	nyan	unu	sturu	bij.","3PL	eat	all	the.PL	geese	3PL	eat	our	chair	as.well","They ate all the geese. They even ate our chairs."
7618,4-96,4,"A	uman	naki	a	dagu.","DET.SG	woman	hit	DET.SG	dog","The woman hit the dog."
7619,5-94,5,"lang	taim	gat	am	dangkii	kyaat,	nou	yu	gat	am	mootoo	kyaar","long	time	have	PATIENT	donkey	cart	now	you	have	PATIENT	motor	car","Long ago you had a donkey cart and now you have a motor car."
7620,5-95,5,"wel	ii	a	piil	kookno(t)","well	3SG	PROG	peel	coconut","Well he was peeling coconuts."
7621,6-60,6,"De	moda	cook	de	food.","DET	mother	cook	DET	food","The mother cooked the food."
7622,7-146,7,"Meiri	iit	di	keik.","Mary	eat	ART	cake","Mary ate the cake."
7623,8-88,8,"Di	kyaar	lik	di	chrii.","DET	car	hit	DET	tree","The car hit the tree."
7624,9-115,9,"I	neva	now	di	spat.","3SG	ANT.NEG	know	the	spot","He did not know the place."
7625,10-131,10,"Jack	tel	di	King	se	da	him	kil	di	man.","Jack	tell	ART.DEF	King	COMP	FOC	3SG	kill	ART.DEF	man","Jack told the King that it was him who had killed the man."
7626,10-132,10,"Di	dakta	kyuur	di	pieshan.","ART.DEF	doctor	cure	ART.DEF	patient","The doctor cured the patient."
7627,10-133,10,"Di	bwai	kot	di	bred.","ART.DEF	boy	cut	ART.DEF	bread","The boy cut the bread."
7628,11-178,11,"Jak	gaan	an	pak-op	ih	kluoz.","Jack	go.PST	and	pack-up	3SG.POSS	clothes","Jack went and packed his clothes."
7629,11-179,11,"Di	dakta	mi	kyor	di	sik.","ART.DEF	doctor	PST	cure	ART.DEF	sick","The doctor cured the patient."
7630,12-137,12,"[...]	they-'s	boil	like	bush	[...]	that	just	kill	the	baby	like	that.","[...]	3PL.SBJ-HAB	boil	like	bush	[...]	that	just	kill	DEF	baby	like	that","[...] they boil bush (medicine) [...] that kills the baby [...]."
7631,12-138,12,"[...]	when	they	had	they	children	[...]	They	find	a	baby	[...]","[...]	when	3PL.SBJ	had	3PL.POSS	child.PL	[...]	3PL.SBJ	found	a	baby	[...]","[...] when they had their children [...] they found a baby [...]"
7632,13-107,13,"Unna	pick	a	basket.","2PL	pick	a	basket","You pick a basket."
7633,14-72,14,"Bruce	ate	the	cheese.","Bruce	eat\PST	the	cheese","Bruce ate the cheese."
7634,15-82,15,"di	bɔbɔ	kik	di	bɔl","ART	boy	kick	ART	ball","The boy kicked the ball."
7635,16-76,16,"à	tek	pɛn	ɛn	pepa","1SG	take	pen	and	paper","I take pen and paper."
7636,17-87,17,"Dè̱m	ko̱m	kawnt	mò̱ni.","3PL.SBJ	REALIS	count	money","They counted the money."
7637,19-106,19,"Dan	human	è	brok	dì	plet.","that	woman	3SG.SBJ	break	DEF	plate","That woman broke the plate."
7638,20-68,20,"My	thisee	morning	killum	sheep.","1SG	DEM	morning	kill	sheep","I only killed the sheep this morning."
7639,22-92,22,"Em	i	ronim	pik.","3SG	PM	chase	pig","He is chasing the pig."
7640,27-70,27,"Prisjas	ha	grāf	shi	grōtā.","Prisjas	PST	bury	3SG.POSS	grandfather","Prisjas buried his grandfather."
7641,29-107,29,"Ons	het	nie	vir	Piet	ge-sien	nie.","1SG	PST	NEG	for	Pete	PTCP-seen	NEG","We didn't see Pete. / We hadn't seen Pete."
7642,29-108,29,"Ek	het	vir	die	kar	petrol	in-ge-gooi.","1SG.NOM	PST	for	the	car	petrol	in-PTCP-thrown","I put petrol into the car."
7643,30-124,30,"Doktor	kura	duenti.","doctor	cure	sick.person","The doctor cured the sick person."
7644,30-125,30,"Mos	korta	kórda.","boy	cut	rope","The boy cut the rope."
7645,31-110,31,"Dotor	kura	omi	duenti.","doctor	cure	man	sick","The doctor cured the sick man."
7646,32-87,32,"Nha	marid	fazê	es	káza.","1SG.POSS	husband	make	DEM.SG	house","My husband built this house."
7647,33-117,33,"N	odja	Djon	aonti.","I	see	John	yesterday","I saw John yesterday."
7648,33-118,33,"I	sta	ba	bon.","he	be	PST	good","He was okay."
7649,34-86,34,"No	ø	wojá	dos	miñjer.","1PL.SBJ	PFV	see	two	woman","We saw two women."
7650,35-128,35,"Ê	mata	nganha	ku	plôkô.","3SG	kill	chicken	with	pig","He killed the chicken and the pig."
7651,35-129,35,"Netu	Jana	so	kebla	mu	kopu	se.","grandson	Jana	FOC	break	me	glass	DEM","Jana’s grandson broke my glass."
7652,36-75,36,"Têtêuga	tua	taba	pega.","turtle	take	plank	nail","Turtle took the planks and nailed them."
7653,37-95,37,"N	tega	san	sê	minu	sê.","1SG	hand.over	lady	DEM	child	DEM","I handed this child over to this lady."
7654,38-105,38,"Amu-mata	laya-syi.","1SG-kill	spider-DEM","I have killed the spider."
7655,39-111,39,"Vay	ve	pə	leyt.","go.NPST	see.INF	ACC	milk","(You) go check on the milk."
7656,39-112,39,"<Leopard>	foy	murd-e	pə	<lion>.","leopard	go.PST	bite-INF	DAT	lion","The leopard went and bit the lion."
7657,40-76,40,"Yo	ulyo	padgar	su	kadz.","I	see.PST	priest	GEN	house","I saw the priest's house."
7658,41-84,41,"fuula	ta-kuza	osiir	avara","flower	PRS-sew	3SG.HON	now","She is doing decorative stitching now."
7659,42-98,42,"yo	ja	olá	ku	Maria	sa	pai","1SG	PFV	see	ACC	Maria	GEN	father","I saw Maria's father."
7660,42-99,42,"eli	ta	olá	aké	buku","3SG	PROG	look	that	book","He is looking at that book."
7661,42-100,42,"eli	já	kaza	ńgua	malayu","3SG	PFV	marry	one	Malay","She married a Malay."
7662,42-101,42,"nus	ja	olá	aké	pesi","1PL	PFV	see	that	fish","We saw that fish."
7663,43-68,43,"Choma	kung	kusir.","call	OBJ	coachman","Call the coachman."
7664,43-69,43,"Ile	choma	su	kongsedu,	[...].","3SG	call	POSS.3SG	acquaintance	[...]","He invited his acquaintances, […]."
7665,44-109,44,"Ya	matá	ya	ba	lótru	el	pwérku?","PFV	kill	already	Q	3PL	DEF	pig","Did they kill the pig?"
7666,44-110,44,"Ta	kortá	lótro	kel	mánga	grándi	pónu.","IPFV	cut	3PL	DEF	PL	big	tree","They cut the big trees."
7667,45-92,45,"Ya	mira	el	muchachito	con	un	perro	grande.","PFV	see	DEF	boy	OBJ	INDF	dog	big","The boy saw a big dog."
7668,45-93,45,"Ya	cumpra	el	mujer	el	mansanas.","PFV	buy	DEF	woman	DEF	apple","The lady bought the apple."
7669,47-119,47,"Tambe	mi	a	hiba	e	pòtrèt	nan	di	bo	ultimo	ròl	di	film	pa	bo	mama.	E	pòtrèt	nan	a	sali	bon.","also	1SG	PFV	carry	DEF	photo	PL	of	2SG	last	roll	of	film	for	2SG	mother	DEF	photo	PL	PFV	come.out	good","I also carried the photos of your last roll of film to your mother. The pictures came out nice."
7670,48-111,48,"Pelu	ta	miná	Malía	aí	memo.","Pedro	PROG	see	María	there	right","Pedro sees María right there."
7671,48-112,48,"Aguela	mi	a	mandá	Isidora	ayá	Katahena.","grandma	my	PST	send	Isidora	there	Cartagena","My grandma has sent Isidora to Cartagena."
7672,49-165,49,"Larivyè	a	kraze	pon	an	lè	dlo	a	te	monte.","river	DEF	demolish	bridge	DEF	when	water	DEF	ANT	rise","The river demolished the bridge when the water rose."
7673,49-166,49,"Ou	pa	kab	manje	mayi	a.","2SG	NEG	can	eat	maize	DEF","You cannot eat the maize."
7674,50-103,50,"Chat	ka	manjé	sourit.","cat	PROG	eat	mice","Cats eat mice."
7675,51-95,51,"Chat	ka	manjé	sourit.","cat	HAB	eat	mouse","Cats eat mice."
7676,53-233,53,"Bouki	trap	Lapen.","Bouki	catch	Rabbit","Bouki catches Rabbit."
7677,53-234,53,"Li	sakre	ti	nom	koltar-la	en	kou.","3SG	deal	little	man	tar-ART.DEF.SG	ART.INDF	blow","He dealt the little tar man a blow."
7678,54-124,54,"Anfen	Gran	Dyab	i	arpran	sëmen	[...]	i	trouv	lë	madanm,	i	di:	[...].","finally	Big	Devil	FIN	take.again	road	[...]	FIN	find	DEF	lady	FIN	say	[...]","Finally, Big Devil comes back [...] he sees the lady, he says: [...]."
7679,55-94,55,"Pyer	ti	bat	so	frer","Peter	PST	hit	3SG.POSS	brother","Peter hit his brother."
7680,59-179,59,"ala	mu	teme,	ala	bi	na	mbi","3PL	take	stone	3PL	throw	PREP	1SG","They grabbed stones and threw them at me. OR: They threw stones at me."
